UNH ID #,Sample Name,Collection Date,Collection Time,Project,Sub_Project,Sub_ProjectA,NPOC (mg C/L),TDN (mg N/L),DON,NO3_Final,NO3_Status,NO3_Cd,NH4 (ug N/L),NH4_IC,Cation Run Date,Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),PO4 (ug P/L),PO4 (ugP/L),SiO2 (mg SiO2/L),WRRC sample info.pH,WRRC sample info.Cond,Spec_Cond,DO_Conc,DO%,Temperature,DTWT,Volume,Field Notes,Lab_Notes,Sample Type,Logger,WRRC Benchtop pH.pH,Closed Cell pH,Conductivity (uS/cm),WRRC Oxalate.Oxalate,Acetate (mg/L),Formate (mg/L),Oxalate (mg/L),Year,Start_Date_Time,BatchID
98551,TF2,22-Mar-11,9:50:00 AM,Lamprey,Weekly,GB Intensive,0.53,0.17,-0.01,0.09,good,,94.11,,06-Jun-11,0.28,0.09,0.16,0.29,0.04,0.03,0.10,,2.60,0.17,5.18,,5,,,,,1864,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
98552,ppt6North,22-Mar-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1573.5,,,Precipitation,Liz Holden,,,,,,,,2011,,
98716,TF2,29-Mar-11,10:15:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,21,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
98717,ppt6North,29-Mar-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1,,,Precipitation,Liz Holden,,,,,,,,2011,,
98903,TF2,05-Apr-11,9:45:00 AM,Lamprey,Weekly,GB Intensive,0.80,0.41,0.00,0.18,good,,230.20,,06-Jun-11,1.00,0.18,0.31,1.05,0.14,0.13,0.55,,5.44,,6.13,,9,,,,,1633,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
98904,ppt6North,05-Apr-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1862.5,,,Precipitation,Liz Holden,,,,,,,,2011,,
98940,ppt6North,12-Apr-11,12:30:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,704.5,,,Precipitation,Liz Holden,,,,,,,,2011,,
98941,TF2,12-Apr-11,10:30:00 AM,Lamprey,Monthly,GB Intensive,2.61,1.69,-0.13,0.67,good,,1146.32,,22-Feb-12,0.31,0.67,0.93,0.33,0.16,0.08,0.67,,17.72,0.23,4.8,,25,,,,,1066.5,est time,"pH: 4.90, S.C. 20.47 with bench top meters",Precipitation,Liz Holden,,,,0.18,,,,2011,,
99276,TF2,19-Apr-11,9:35:00 AM,Lamprey,Weekly,GB Intensive,0.71,0.29,0.02,0.11,good,,153.48,,22-Feb-12,4.04,0.11,0.40,2.50,0.18,0.29,0.31,,3.17,0.23,7.46,,28,,,,,3738.5,,,Precipitation,Liz Holden,,,,0.00,,,,2011,,
99277,ppt6North,19-Apr-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,3985,,,Precipitation,Liz Holden,,,,,,,,2011,,
99293,TF2,26-Apr-11,9:50:00 AM,Lamprey,Weekly,GB Intensive,0.94,0.41,0.02,0.18,good,,209.13,,22-Feb-12,0.67,0.18,0.36,0.61,0.11,0.04,0.08,,2.09,0.06,5.4,,12,,,,,1410,,,Precipitation,Liz Holden,,,,0.00,,,,2011,,
99294,ppt6North,26-Apr-11,10:40:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1355,,,Precipitation,Liz Holden,,,,,,,,2011,,
99335,TF2,03-May-11,10:00:00 AM,Lamprey,Weekly,GB Intensive,2.92,1.38,0.03,0.32,good,,1034.05,,22-Feb-12,1.22,0.32,0.36,1.14,0.36,0.07,0.24,,9.66,0.22,,,,,,,,185,,"not enough sample for pH, SC",Precipitation,Liz Holden,,,,0.16,,,,2011,,
99336,ppt6North,03-May-11,10:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Liz Holden,,,,,,,,2011,,
99697,ppt6North,10-May-11,,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,forgot bottle; not changed,,Precipitation,Liz Holden,,,,,,,,2011,,
99704,TF2,10-May-11,11:15:00 AM,Lamprey,Monthly,Great Bay Intensive,1.59,0.67,-0.01,0.28,good,,402.95,,22-Feb-12,0.57,0.28,0.27,0.50,0.16,0.03,0.13,,2.78,0.18,,,,,,,,1097.5,,,Precipitation,Liz Holden,,,,0.03,,,,2011,,
99712,TF2,17-May-11,12:15:00 PM,Lamprey,Weekly,GB Intensive,1.48,0.63,0.01,0.24,good,,378.55,,22-Feb-12,0.36,0.24,0.32,0.25,0.09,0.03,0.09,,2.61,0.11,5.52,,10,,,,,2264.5,,,Precipitation,Liz Holden,,,,0.09,,,,2011,,
99713,ppt6North,17-May-11,1:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,3776,,2 weeks of precip,Precipitation,Liz Holden,,,,,,,,2011,,
99785,TF2,24-May-11,1:15:00 PM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,4.69,,12,,,,,3131.5,,,Precipitation,Liz Holden,,,,,,,,2011,,
99786,ppt6North,24-May-11,4:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,615.5,,,Precipitation,Liz Holden,,,,,,,,2011,,
99857,TF2,31-May-11,9:30:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,power problem--shield was not opening. Reset circuit but did not capture week's rain,est time,Precipitation,Liz Holden,,,,,,,,2011,,
99858,ppt6North,31-May-11,11:00:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,0,,bottle tipped--no precip captured,,Precipitation,Liz Holden,,,,,,,,2011,,
99900,TF2,07-Jun-11,10:30:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,"not enough sample to save, or for pH/SC",,Precipitation,Liz Holden,,,,,,,,2011,,
99901,ppt6North,07-Jun-11,11:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Liz Holden,,,,,,,,2011,,
99982,ppt6North,14-Jun-11,,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,935.56,,,Precipitation,Liz Holden,,,,,,,,2011,,
99983,TF2,14-Jun-11,10:15:00 AM,Lamprey,Monthly,GB Intensive,1.68,0.63,0.02,0.23,good,,375.29,,22-Feb-12,0.71,0.23,0.32,0.71,0.21,0.03,0.13,,3.17,0.04,,,,,,,,2916.5,,est time,Precipitation,Liz Holden,,,,0.07,,,,2011,,
100095,TF2,21-Jun-11,10:31:00 AM,Lamprey,Weekly,GB Intensive,3.12,0.80,0.11,0.19,good,,508.71,,22-Feb-12,0.64,0.19,0.34,0.66,0.38,0.03,0.17,,5.25,0.45,5.82,,12,,,,,803,,est time,Precipitation,Liz Holden,,,,0.00,,,,2011,,
100096,ppt6North,21-Jun-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,342.5,,,Precipitation,Liz Holden,,,,,,,,2011,,
100225,TF2,28-Jun-11,10:30:00 AM,Lamprey,Weekly,GB Intensive,1.23,0.50,0.07,0.21,good,,213.36,,23-Feb-12,0.53,0.21,0.25,0.61,0.13,0.03,0.21,,25.05,,5,,9,,,,,3047.5,,est time,Precipitation,Liz Holden,,,,0.00,,,,2011,,
100226,ppt6North,28-Jun-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1178.11,,,Precipitation,Liz Holden,,,,,,,,2011,,
100534,TF2,05-Jul-11,10:15:00 AM,Lamprey,Weekly,GB Intensive,3.20,1.34,0.01,0.64,good,,684.43,,23-Feb-12,0.56,0.64,0.68,0.72,0.21,0.03,0.21,,10.58,0.24,3.78,,29,,,,,449,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
100535,ppt6North,05-Jul-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,147,,,Precipitation,Liz Holden,,,,0.06,,,,2011,,
100751,ppt6North,12-Jul-11,,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,250.11,,,Precipitation,Liz Holden,,,,,,,,2011,,
100752,TF2,12-Jul-11,10:00:00 AM,Lamprey,Monthly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
101148,TF2,19-Jul-11,10:00:00 AM,Lamprey,Weekly,GB Intensive,3.91,1.69,0.04,0.77,good,,876.43,,22-Feb-12,0.45,0.77,0.59,0.58,0.34,0.05,0.99,,3.48,0.16,6.98,,15,,,,,730.5,,est time,Precipitation,Daniella W,,,,0.01,,,,2011,,
101149,ppt6North,19-Jul-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,277.5,,,Precipitation,Daniella W,,,,,,,,2011,,
101215,TF2,26-Jul-11,11:05:00 AM,Lamprey,Weekly,GB Intensive,3.17,1.25,0.18,0.38,good,,692.57,,22-Feb-12,1.37,0.38,0.37,1.09,0.49,0.09,0.89,,26.16,0.51,,,,,,,,329,,est time,Precipitation,Daniella W,,,,0.13,,,,2011,,
101216,ppt6North,26-Jul-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,110.61,,,Precipitation,Daniella W,,,,,,,,2011,,
101327,TF2,02-Aug-11,10:15:00 AM,Lamprey,Weekly,GB Intensive,2.79,1.59,0.01,0.69,good,,892.70,,22-Feb-12,1.58,0.69,0.91,1.04,0.52,0.08,0.62,,12.00,0.28,5.06,,28,,,,,685,,est time,Precipitation,Daniella W,,,,0.05,,,,2011,,
101328,ppt6North,02-Aug-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,583.5,,,Precipitation,Daniella W,,,,,,,,2011,,
101424,ppt6North,09-Aug-11,3:00:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,666.11,,,Precipitation,Daniella W,,,,,,,,2011,,
101425,TF2,09-Aug-11,10:30:00 AM,Lamprey,Monthly,GB Intensive,2.11,0.58,0.08,0.27,good,,227.68,,22-Feb-12,0.98,0.27,0.28,1.30,0.37,0.03,0.23,,5.12,0.13,,,,,,,,2115.5,,,Precipitation,Daniella W,,,,0.07,,,,2011,,
101597,TF2,16-Aug-11,1:00:00 PM,Lamprey,Weekly,GB Intensive,0.91,0.21,0.06,0.10,good,,56.84,,22-Feb-12,0.76,0.10,0.14,0.80,0.18,0.05,0.31,,18.04,0.10,,,6,,,,,3821,10.91 pH suspect,est time,Precipitation,Daniella W,,,,0.05,,,,2011,,
101598,ppt6North,16-Aug-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2249,,,Precipitation,Daniella W,,,,,,,,2011,,
101776,TF2,23-Aug-11,10:30:00 AM,Lamprey,Weekly,GB Intensive,1.80,0.82,0.03,0.29,good,,494.07,,22-Feb-12,0.83,0.29,0.42,0.90,0.34,0.06,0.26,,7.30,0.07,6.48,,15,,,,,442.5,,est time,Precipitation,Daniella W,,,,0.04,,,,2011,,
101777,ppt6North,23-Aug-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,396.11,,,Precipitation,Daniella W,,,,,,,,2011,,
101977,TF2,30-Aug-11,12:43:00 PM,Lamprey,Weekly,GB Intensive,1.04,0.30,0.06,0.14,good,,104.67,,22-Feb-12,5.21,0.14,0.40,2.90,0.18,0.34,0.28,,8.66,0.04,6.38,,26,,,,,4714,power lost due to hurricane so bucket was found uncovered with about 20 flying ants inside; power reset,est time,Precipitation,Daniella W,,,,0.03,,,,2011,,
101978,ppt6North,30-Aug-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2255.5,broken hose connecter due to hurricane so water that would have overflowed to the small bottle was lost,,Precipitation,Daniella W,,,,,,,,2011,,
102061,TF2,06-Sep-11,12:00:00 PM,Lamprey,Weekly,GB Intensive,1.18,0.39,0.03,0.14,good,,214.34,,22-Feb-12,0.41,0.14,0.17,0.47,0.17,0.03,0.18,,6.90,0.18,,,,,,,,78.11,pole fell below container so water was not collected properly,est time,Precipitation,Daniella W,,,,0.04,,,,2011,,
102062,ppt6North,06-Sep-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,910.5,,,Precipitation,Daniella W,,,,,,,,2011,,
102194,ppt6North,13-Sep-11,4:40:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1037,,,Precipitation,Ania Kobylinski,,,,,,,,2011,,
102195,TF2,13-Sep-11,11:30:00 AM,Lamprey,Monthly,GB Intensive,0.58,0.10,0.04,0.04,good,,17.79,,22-Feb-12,0.88,0.04,0.08,0.91,0.08,0.04,0.25,,9.93,0.04,4.02,,5,,,,,2433,,,Precipitation,Ania Kobylinski,,,,0.01,,,,2011,,
102540,TF2,20-Sep-11,12:35:00 PM,Lamprey,Weekly,GB Intensive,1.78,0.75,0.08,0.28,good,,385.05,,22-Feb-12,0.42,0.28,0.25,0.59,0.24,0.03,0.22,,11.77,0.14,6.88,,14,,,,,265,,,Precipitation,Daniella W,,,,0.03,,,,2011,,
102541,ppt6North,20-Sep-11,2:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,112.11,,,Precipitation,Daniella W,,,,,,,,2011,,
102682,TF2,27-Sep-11,10:10:00 AM,Lamprey,Weekly,GB Intensive,0.65,0.24,0.03,0.13,good,,78.96,,22-Feb-12,0.28,0.13,0.11,0.34,0.07,0.01,0.05,,4.31,0.09,6.87,7,,,,,,1948,,,Precipitation,Ania Kobylinski,,,,0.00,,,,2011,,
102683,ppt6North,27-Sep-11,12:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,883,,,Precipitation,Ania Kobylinski,,,,,,,,2011,,
103100,TF2,04-Oct-11,2:33:00 PM,Lamprey,Weekly,GB Intensive,0.63,0.18,0.03,0.08,good,,69.85,,22-Feb-12,0.58,0.08,0.13,0.50,0.08,0.03,0.06,,1.96,,4.94,,8,,,,,4862.5,,,Precipitation,Lauren Koenig,,,,0.00,,,,2011,,
103101,ppt6North,04-Oct-11,1:50:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2805.61,,,Precipitation,Lauren Koenig,,,,,,,,2011,,
103177,ppt6North,11-Oct-11,11:16:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,100.5,,,Precipitation,Lauren Koenig,,,,,,,,2011,,
103178,TF2,11-Oct-11,9:31:00 AM,Lamprey,Monthly,GB Intensive,2.12,0.40,0.08,0.11,good,,221.17,,23-Feb-12,2.30,0.11,0.58,2.39,0.77,0.03,0.16,24.01,25.13,,,,,,,,,67.5,,"not enough precip. for YSI measurements, 30 mL bottle",Precipitation,Lauren Koenig,,,,,,,,2011,,
103409,TF2,18-Oct-11,11:45:00 AM,Lamprey,Weekly,GB Intensive,0.60,0.16,0.03,0.07,good,,58.14,,22-Feb-12,0.49,0.07,0.08,0.38,0.04,0.03,0.15,,7.65,0.27,5.43,5,4,,,,,2081.5,,,Precipitation,Ania Kobylinski,,,,0.02,,,,2011,,
103410,ppt6North,18-Oct-11,12:20:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1202.11,,,Precipitation,Ania Kobylinski,,,,,,,,2011,,
103811,TF2,25-Oct-11,11:53:00 AM,Lamprey,Weekly,GB Intensive,0.48,0.11,0.02,0.04,good,,46.42,,23-Feb-12,0.20,0.04,0.06,0.25,0.07,0.01,0.06,,2.40,0.06,6.8,4,3,,,,,2223,,,Precipitation,Ania Kobylinski,,,,0.00,,,,2011,,
103812,ppt6North,25-Oct-11,10:20:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,913,,,Precipitation,Ania Kobylinski,,,,,,,,2011,,
103905,TF2,01-Nov-11,4:18:00 PM,Lamprey,Weekly,GB Intensive,0.64,0.17,0.00,0.09,good,,80.92,,23-Feb-12,0.20,0.09,0.13,0.17,0.03,0.01,0.05,,2.83,0.17,3.75,2,3,,,,,2690.5,,,Precipitation,Lauren Koenig,,,,0.00,,,,2011,,
103906,ppt6North,01-Nov-11,2:37:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1502.11,,,Precipitation,Lauren Koenig,,,,,,,,2011,,
104105,ppt6 North,08-Nov-11,3:56:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,8,,,Precipitation,Lauren Koenig,,,,,,,,2011,,
104106,TF2,08-Nov-11,10:30:00 AM,Lamprey,Monthly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1,,Not enough water sample to run lab chemistry/collect samples for TF2 this week,Precipitation,Lauren Koenig,,,,,,,,2011,,
104274,TF2,15-Nov-11,12:30:00 PM,Lamprey,Weekly,GB Intensive,0.54,0.25,0.03,0.08,good,,140.14,,23-Feb-12,0.41,0.08,0.13,0.28,0.04,0.03,0.14,,4.51,0.17,5.83,4,4,,,,,1883.5,,,Precipitation,Ania,,,,0.00,,,,2011,,
104275,ppt6North,15-Nov-11,1:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1260.11,,,Precipitation,Ania,,,,,,,,2011,,
104355,TF2,22-Nov-11,11:30:00 AM,Lamprey,Weekly,GB Intensive,1.06,0.64,0.01,0.37,good,,263.02,,23-Feb-12,0.35,0.37,0.19,0.32,0.10,0.01,0.05,,2.55,0.15,,,,,,,,412.5,,"not enough water sample to collect YSI pH, conductivity data",Precipitation,Ania,,,,0.01,,,,2011,,
104356,ppt6North,22-Nov-11,2:40:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,219.5,,,Precipitation,Ania,,,,,,,,2011,,
104444,TF2,29-Nov-11,11:15:00 AM,Lamprey,Weekly,GB Intensive,0.42,0.10,0.02,0.05,good,,27.55,,22-Feb-12,0.91,0.05,0.10,0.70,0.07,0.10,0.35,,2.88,0.19,5.58,,7,,,,,2123.5,,,Precipitation,Ania,,,,0.00,,,,2011,,
104445,ppt6North,29-Nov-11,12:39:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,979.11,,,Precipitation,Ania,,,,,,,,2011,,
104501,TF2,06-Dec-11,10:15:00 AM,Lamprey,Weekly,GB Intensive,0.39,0.15,0.02,0.04,good,,86.45,,22-Feb-12,1.35,0.04,0.10,0.89,0.06,0.08,0.16,25.05,1.49,0.04,5.3,,9,,,,,1254.5,,,Precipitation,Ania,,,,,,,,2011,,
104502,ppt6North,06-Dec-11,11:45:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,783.5,,,Precipitation,Ania,,,,,,,,2011,,
104594,ppt6 North,13-Dec-11,3:30:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1720.11,,,Precipitation,Ania Kobylinski,,,,,,,,2011,,
104595,TF2,13-Dec-11,11:15:00 AM,Lamprey,Monthly,GB Intensive,0.38,0.11,0.03,0.07,good,,20.06,,23-Feb-12,0.06,0.07,0.05,0.07,0.03,0.01,0.05,7.86,1.98,0.05,4.48,2,3,,,,,3250.5,,,Precipitation,Ania Kobylinski,,,,,,,,2011,,
104667,TF2,20-Dec-11,9:15:00 AM,Lamprey,Weekly,GB Intensive,3.06,1.13,-0.05,0.67,good,,507.08,,22-Feb-12,1.83,0.67,0.62,1.39,0.20,0.08,0.28,,11.33,0.05,,,,,,,,145.5,,Not enough precip for YSI,Precipitation,Ania Kobylinski,,,,0.01,,,,2011,,
104668,ppt6North,20-Dec-11,12:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,109.5,,,Precipitation,Ania Kobylinski,,,,,,,,2011,,
104671,TF2,27-Dec-11,1:30:00 PM,Lamprey,Weekly,GB Intensive,0.79,0.58,0.04,0.38,good,,164.22,,23-Feb-12,1.82,0.38,0.31,1.26,0.09,0.08,0.37,18.63,7.16,0.15,4.53,,9,,,,,1687.5,"Frozen, did not thaw for filtering on 12/27/2011.  Filtered 1/3/12",,Precipitation,Michelle Daley,,,,,,,,2011,,
104672,ppt6North,27-Dec-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,did not collect,,Precipitation,Ania Kobylinski,,,,,,,,2011,,
104675,TF2,03-Jan-12,12:48:00 PM,Lamprey,Weekly,GB Intensive,0.97,0.50,0.04,0.30,good,,159.01,,22-Feb-12,3.63,0.30,0.45,2.24,0.11,0.25,0.21,,4.40,0.02,4.26,,9,,,,,1187.5,,,Precipitation,Ania Kobylinski,,,,0.01,,,,2012,,
104676,ppt6North,03-Jan-12,2:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1555.61,switched to bucket collector,ppt bottle not collected last week.  Switched to bucket collector,Precipitation,Ania Kobylinski,,,,,,,,2012,,
104885,TF2,10-Jan-12,10:20:00 AM,Lamprey,Monthly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,11,very little precip,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
104965,ppt6 North,10-Jan-12,3:30:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,NO precip in bucket,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105129,TF2,17-Jan-12,1:33:00 PM,Lamprey,Weekly,GB Intensive,0.75,0.46,-0.02,0.28,good,,195.14,,22-Feb-12,2.86,0.28,0.26,0.90,0.07,0.11,0.27,,3.88,0.06,4.29,19,24,,,,,859,,,Precipitation,Ania Kobylinski,,,,0.01,,,,2012,,
105130,ppt6North,17-Jan-12,3:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,870,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105184,TF2,25-Jan-12,11:40:00 AM,Lamprey,Weekly,GB Intensive,0.84,0.45,0.00,0.24,good,,214.34,,22-Feb-12,1.47,0.24,0.23,0.71,0.06,0.08,0.15,7.86,5.32,0.06,4.64,12,14,,,,,1076,Didn't bring TF key so ppt bucket collected next day on 1/25/12,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105185,ppt6North,24-Jan-12,3:40:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,929,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105406,TF2,31-Jan-12,10:10:00 AM,Lamprey,Weekly,Great Bay Intensive,0.64,0.29,0.04,0.15,2 values,0.18,95.04,,22-Feb-12,0.30,0.15,0.11,0.18,0.02,0.01,0.08,11.20,4.20,0.17,5.6,10,12,,,,,2481,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105407,ppt6North,31-Jan-12,12:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1522,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105478,TF2,07-Feb-12,1:15:00 PM,Lamprey,Weekly,GB Intensive,3.72,2.41,0.38,0.55,good,,1488.04,,12-Apr-13,2.36,0.55,1.06,1.84,0.27,0.28,1.25,16.92,,,,,,,,,,80,,,Precipitation,Ania Kobylinski,,,,0.10,,,,2012,,
105479,ppt6North,07-Feb-12,3:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105584,TF2 REP,31-Jan-12,10:10:00 AM,Lamprey,Weekly,Great Bay Intensive,0.83,0.17,,0.14,good,,,,15-Jun-12,0.86,0.14,0.13,0.23,0.02,0.01,0.18,,,,5.6,10,12,,,,,2481,,same as UNH ID 105406,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105604,TF2,14-Feb-12,10:35:00 AM,Lamprey,Monthly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,No ppt in bucket,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105605,ppt6 North,14-Feb-12,4:05:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,No ppt in bucket,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
105963,TF2,21-Feb-12,10:00:00 AM,Lamprey,Weekly,GB Intensive,1.74,1.43,0.22,0.48,good,,732.34,,12-Apr-13,4.81,0.48,0.86,3.71,0.29,0.20,0.94,20.20,,0.13,,,,,,,,140.5,,0.4818 NO3 too high,Precipitation,Ania Kobylinski,,,,0.05,,,,2012,,
105964,ppt6North,21-Feb-12,12:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
106177,TF2,28-Feb-12,10:11:00 AM,Lamprey,Weekly,GB Intensive,0.74,0.41,0.02,0.18,good,,206.95,,12-Apr-13,4.79,0.18,0.74,3.72,0.23,0.23,1.32,27.58,,0.40,5.25,14,17,,,,,1669.5,,,Precipitation,Ania Kobylinski,,,,0.00,,,,2012,,
106178,ppt6North,28-Feb-12,11:38:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1765.5,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
106458,TF2,06-Mar-12,11:00:00 AM,Lamprey,Weekly,GB Intensive,0.48,0.26,-0.01,0.13,good,,131.93,,12-Apr-13,0.95,0.13,0.24,0.71,0.05,0.08,0.31,3.99,,0.11,5.34,7,8,,,,,1555.5,,,Precipitation,Ania Kobylinski,,,,0.00,,,,2012,,
106459,ppt6North,06-Mar-12,11:45:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1908.5,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
106696,TF2,13-Mar-12,10:15:00 AM,Lamprey,Monthly,GB Intensive,0.72,0.30,0.00,0.18,good,,121.81,,12-Apr-13,0.87,0.18,0.15,0.63,0.06,0.04,0.19,6.86,,0.18,5.1,11,11,,,,,404,,,Precipitation,Ania Kobylinski,,,,0.00,,,,2012,,
106697,ppt6 North,13-Mar-12,4:15:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,set up bottle precip collector/took down bucket collector,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
107061,TF2,20-Mar-12,10:15:00 AM,Lamprey,Weekly,GB Intensive,1.50,1.08,0.10,0.35,good,,628.52,,12-Apr-13,0.40,0.35,0.61,0.49,0.10,0.05,0.21,8.51,,0.04,6.69,21,22,,,,,609.5,,,Precipitation,Ania Kobylinski,,,,0.00,,,,2012,,
107062,ppt6North,20-Mar-12,11:00:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,101.61,,,Precipitation,Ania Kobylinski,,,,,,,,2012,,
